Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,2016-04-16,13.8,3018,3,1,2,606,87,1950,Hobsons Bay City Council,-37.8608,144.8124,Western Metropolitan,5301
Altona,5/8 David St,2,u,580000,PI,Biggin,2016-07-16,13.8,3018,2,2,1,175,76,2013,Hobsons Bay City Council,-37.8687,144.8268,Western Metropolitan,5301
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,2016-09-17,13.8,3018,3,1,2,363,120,1970,Hobsons Bay City Council,-37.8674,144.8375,Western Metropolitan,5301
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,2017-03-18,13.8,3018,3,2,2,534,136,1965,Hobsons Bay City Council,-37.86,144.8245,Western Metropolitan,5301
Altona,4 Boyd St,3,h,980000,S,Barlow,2016-11-19,13.8,3018,3,1,2,724,120,1970,Hobsons Bay City Council,-37.8672,144.817,Western Metropolitan,5301
Altona,12 Spear Ct,3,t,605100,S,hockingstuart,2016-05-22,13.8,3018,3,2,0,265,120,1970,Hobsons Bay City Council,-37.8583,144.8172,Western Metropolitan,5301
Altona,185 Queen St,3,h,880000,PI,Barlow,2016-08-22,13.8,3018,3,3,1,577,120,1970,Hobsons Bay City Council,-37.8699,144.8235,Western Metropolitan,5301
Altona,3/20 Mulga St,3,u,577000,S,Williams,2016-04-23,13.8,3018,3,2,1,205,113,2007,Hobsons Bay City Council,-37.8684,144.815,Western Metropolitan,5301
Altona,95 Blyth St,4,h,600000,SN,hockingstuart,2017-02-25,13.8,3018,4,2,3,504,120,1970,Hobsons Bay City Council,-37.8677,144.8252,Western Metropolitan,5301
Altona,51 Millers Rd,4,h,1030000,S,Barlow,2017-02-25,13.8,3018,4,1,0,797,120,1970,Hobsons Bay City Council,-37.8663,144.8387,Western Metropolitan,5301
Altona,2/119 Railway St N,3,u,605000,S,Barlow,2017-02-25,13.8,3018,3,1,2,181,120,1970,Hobsons Bay City Council,-37.8659,144.822,Western Metropolitan,5301
Altona,2/5 Rose St,2,u,600000,PI,Point,2017-02-25,13.8,3018,2,1,1,117,58,1980,Hobsons Bay City Council,-37.871,144.8185,Western Metropolitan,5301
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,2016-06-27,13.8,3018,3,2,2,529,120,1970,Hobsons Bay City Council,-37.8612,144.8247,Western Metropolitan,5301
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,2016-11-27,13.8,3018,2,2,1,675,100,1950,Hobsons Bay City Council,-37.8653,144.8129,Western Metropolitan,5301
Altona,49 Bent St,3,h,1500000,S,Barlow,2016-05-28,13.8,3018,3,1,1,929,120,1970,Hobsons Bay City Council,-37.8651,144.832,Western Metropolitan,5301
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,2016-05-28,13.8,3018,3,1,4,697,120,1970,Hobsons Bay City Council,-37.871,144.8075,Western Metropolitan,5301
Altona,219 Civic Pde,3,h,740000,S,Greg,2016-08-28,13.8,3018,3,1,2,604,120,1970,Hobsons Bay City Council,-37.8631,144.8195,Western Metropolitan,5301
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,2016-08-28,13.8,3018,4,2,3,532,120,1970,Hobsons Bay City Council,-37.8637,144.8365,Western Metropolitan,5301
Altona,2/60 David St,2,h,535600,SP,Compton,2016-07-30,13.8,3018,2,1,1,154,91,1996,Hobsons Bay City Council,-37.8646,144.8272,Western Metropolitan,5301
Altona North,1 Beuron Rd,3,h,600000,SP,Williams,2016-03-09,11.1,3025,3,1,1,620,108,1950,Hobsons Bay City Council,-37.829,144.848,Western Metropolitan,5132
Altona North,45 Hearn St,5,h,1085000,S,FN,2016-03-09,11.1,3025,5,3,6,592,251,1965,Hobsons Bay City Council,-37.8388,144.8567,Western Metropolitan,5132
Altona North,4 Knapp St,3,h,781000,S,Jas,2016-03-09,11.1,3025,3,1,2,533,117,1970,Hobsons Bay City Council,-37.8291,144.835,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,750000,SP,Jas,2017-04-03,11.1,3025,3,1,3,554,120,1970,Hobsons Bay City Council,-37.8449,144.85,Western Metropolitan,5132
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,2017-04-03,11.1,3025,2,1,1,77,77,2009,Hobsons Bay City Council,-37.8351,144.8529,Western Metropolitan,5132
Altona North,153 Mills St,3,h,1405000,S,Sweeney,2017-04-03,11.1,3025,3,1,3,655,120,1970,Hobsons Bay City Council,-37.8338,144.8562,Western Metropolitan,5132
Altona North,33 Carthy St,3,h,683000,S,FN,2016-04-06,11.1,3025,3,1,2,534,167,1967,Hobsons Bay City Council,-37.8284,144.8355,Western Metropolitan,5132
Altona North,16 Harris St,3,h,623000,S,Sweeney,2016-04-06,11.1,3025,3,1,3,540,120,1970,Hobsons Bay City Council,-37.8267,144.8368,Western Metropolitan,5132
Altona North,1/95 Mills St,3,h,588000,S,Williams,2016-07-05,11.1,3025,3,1,1,328,118,1970,Hobsons Bay City Council,-37.838,144.8555,Western Metropolitan,5132
Altona North,5 Binns St,3,h,710000,PI,Village,2016-07-11,11.1,3025,3,1,3,540,116,1960,Hobsons Bay City Council,-37.8294,144.8378,Western Metropolitan,5132
Altona North,25 Allan St,4,h,875000,SP,Jas,2016-08-10,11.1,3025,3,1,4,559,169,1965,Hobsons Bay City Council,-37.8448,144.8529,Western Metropolitan,5132
Altona North,45 Freemans Rd,4,h,600000,PN,hockingstuart,2016-10-12,11.1,3025,4,2,5,537,196,1960,Hobsons Bay City Council,-37.8261,144.8391,Western Metropolitan,5132
Altona North,21 Hatherley Gr,3,h,700000,VB,Jas,2016-10-12,11.1,3025,3,1,3,554,120,1970,Hobsons Bay City Council,-37.8449,144.85,Western Metropolitan,5132
Altona North,1/256 Mason St,2,t,640000,S,Williams,2017-11-03,11.1,3025,2,1,1,252,120,1965,Hobsons Bay City Council,-37.8397,144.8602,Western Metropolitan,5132
Altona North,21 Allan St,4,h,650000,SP,Williams,2016-12-06,11.1,3025,4,1,4,558,120,1970,Hobsons Bay City Council,-37.8451,144.8529,Western Metropolitan,5132
Altona North,2/36 May St,3,h,675000,S,hockingstuart,2016-05-14,11.1,3025,3,2,2,171,109,2012,Hobsons Bay City Council,-37.8337,144.8554,Western Metropolitan,5132
Altona North,11 Beevers St,3,h,708000,S,Greg,2016-10-15,11.1,3025,3,1,2,585,97,1960,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan,5132
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,2016-10-15,11.1,3025,4,1,4,851,120,1970,Hobsons Bay City Council,-37.8345,144.8444,Western Metropolitan,5132
Altona North,16 Beevers St,3,h,680000,S,Sweeney,2016-11-19,11.1,3025,3,1,3,551,120,1970,Hobsons Bay City Council,-37.8254,144.8514,Western Metropolitan,5132
Altona North,31 Duosa Rd,3,h,923000,S,Greg,2016-05-22,11.1,3025,3,1,2,740,120,1970,Hobsons Bay City Council,-37.8269,144.8455,Western Metropolitan,5132
Altona North,252 Millers Rd,4,h,693000,SP,Raine&Horne,2016-05-22,11.1,3025,4,2,4,315,170,2008,Hobsons Bay City Council,-37.8391,144.8467,Western Metropolitan,5132
Altona North,1/156 Chambers Rd,3,h,620000,SP,Hunter,2016-08-22,11.1,3025,5,2,2,276,100,2010,Hobsons Bay City Council,-37.8262,144.8443,Western Metropolitan,5132
Altona North,2 Gadsden St,3,h,728500,S,Jas,2016-08-22,11.1,3025,3,1,1,531,157,1960,Hobsons Bay City Council,-37.8277,144.8385,Western Metropolitan,5132
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,2016-08-22,11.1,3025,3,2,1,590,160,1950,Hobsons Bay City Council,-37.8382,144.8649,Western Metropolitan,5132
Altona North,4 Prismall St,3,h,988000,S,Sweeney,2016-08-22,11.1,3025,3,1,4,715,120,2008,Hobsons Bay City Council,-37.8423,144.8632,Western Metropolitan,5132
Altona North,122 McIntosh Rd,3,h,590000,S,Village,2016-04-23,11.1,3025,3,1,2,561,120,1970,Hobsons Bay City Council,-37.8444,144.8491,Western Metropolitan,5132
Altona North,35 May St,2,h,610000,S,RT,2016-09-24,11.1,3025,2,1,2,691,120,1970,Hobsons Bay City Council,-37.834,144.8553,Western Metropolitan,5132
Altona North,6 Hill St,3,h,815000,S,hockingstuart,2017-02-25,11.1,3025,3,2,3,555,130,1960,Hobsons Bay City Council,-37.8318,144.8388,Western Metropolitan,5132
Altona North,84 May St,4,h,970000,S,Greg,2017-02-25,11.1,3025,4,1,2,708,120,1970,Hobsons Bay City Council,-37.833,144.8494,Western Metropolitan,5132
Altona North,155 Chambers Rd,4,h,760000,S,Hunter,2016-06-27,11.1,3025,4,1,3,668,120,1970,Hobsons Bay City Council,-37.8262,144.8439,Western Metropolitan,5132
Altona North,268d Mason St,4,t,847500,S,RT,2016-06-27,11.1,3025,4,3,1,252,120,1970,Hobsons Bay City Council,-37.8393,144.8568,Western Metropolitan,5132
Altona North,5 Cresser St,4,h,1200000,SP,RT,2016-11-27,11.1,3025,4,1,4,633,158,1960,Hobsons Bay City Council,-37.8375,144.8541,Western Metropolitan,5132
Altona North,107 McIntosh Rd,3,h,700000,SP,Hunter,2016-11-27,11.1,3025,3,1,1,557,120,1970,Hobsons Bay City Council,-37.8441,144.8505,Western Metropolitan,5132
Altona North,10 Knapp St,3,h,625000,PI,Hunter,2016-05-28,11.1,3025,3,1,1,536,120,1970,Hobsons Bay City Council,-37.8285,144.8351,Western Metropolitan,5132
Altona North,4/221 Blackshaws Rd,2,u,292000,S,Jas,2016-08-28,11.1,3025,2,1,1,153,70,1970,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan,5132
Armadale,24 Hume St,3,h,600000,S,RT,2016-03-09,6.3,3143,2,1,1,305,120,1970,Stonnington City Council,-37.8573,145.0226,Southern Metropolitan,4836
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,2016-03-12,6.3,3143,2,1,0,861,120,1970,Stonnington City Council,-37.8539,145.0284,Southern Metropolitan,4836
Armadale,12 Huntingtower Rd,3,h,600000,S,Jellis,2016-03-12,6.3,3143,3,2,2,588,168,1930,Stonnington City Council,-37.8546,145.0245,Southern Metropolitan,4836
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,2016-03-12,6.3,3143,3,2,2,296,150,1889,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan,4836
Armadale,28 Cambridge St,3,h,1870000,S,Hodges,2017-04-03,6.3,3143,3,1,1,217,116,1888,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan,4836
Armadale,6 Cambridge St,4,h,600000,SN,Thomson,2017-04-03,6.3,3143,4,2,1,211,120,1970,Stonnington City Council,-37.859,145.0172,Southern Metropolitan,4836
Armadale,6 Fulton St,2,h,600000,PI,Marshall,2017-04-03,6.3,3143,2,1,1,183,120,1970,Stonnington City Council,-37.8538,145.0123,Southern Metropolitan,4836
Armadale,7/53 Wattletree Rd,1,u,600000,SP,hockingstuart,2017-04-03,6.3,3143,1,1,0,881,120,1970,Stonnington City Council,-37.8614,145.0222,Southern Metropolitan,4836
Armadale,12 Willis St,3,h,2050000,S,Marshall,2017-04-03,6.3,3143,3,2,1,205,116,1910,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan,4836
Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,2016-04-06,6.3,3143,4,2,2,1581,120,1934,Stonnington City Council,-37.858,145.0111,Southern Metropolitan,4836
Armadale,553 Dandenong Rd,5,h,1525000,PI,Jellis,2016-07-05,6.3,3143,8,2,2,693,120,1970,Stonnington City Council,-37.8638,145.0229,Southern Metropolitan,4836
Armadale,17 Egerton Rd,4,h,600000,S,Marshall,2016-07-05,6.3,3143,4,1,2,500,120,1970,Stonnington City Council,-37.8623,145.0223,Southern Metropolitan,4836
Armadale,538a Orrong Rd,3,t,1586000,S,RT,2016-07-05,6.3,3143,2,2,2,246,120,1970,Stonnington City Council,-37.8566,145.0116,Southern Metropolitan,4836
Armadale,557 Orrong Rd,4,h,600000,S,Jellis,2016-07-05,6.3,3143,4,2,2,369,176,1930,Stonnington City Council,-37.8548,145.0113,Southern Metropolitan,4836
Armadale,5/68 Rose St,3,t,600000,S,Jellis,2016-07-05,6.3,3143,2,2,1,175,158,1970,Stonnington City Council,-37.8515,145.02,Southern Metropolitan,4836
Armadale,10 William St,1,h,1435000,SP,Jellis,2016-08-10,6.3,3143,2,2,1,144,107,1900,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan,4836
Armadale,11 Adelaide St,4,h,600000,SN,hockingstuart,2016-10-09,6.3,3143,3,4,2,662,292,1920,Stonnington City Council,-37.8549,145.0276,Southern Metropolitan,4836
Armadale,54 Denbigh Rd,4,h,600000,SP,Jellis,2016-10-12,6.3,3143,4,2,2,551,208,1890,Stonnington City Council,-37.8566,145.0161,Southern Metropolitan,4836
Armadale,47 Northcote Rd,3,h,600000,SP,Jellis,2016-10-12,6.3,3143,3,2,0,246,204,1890,Stonnington City Council,-37.8533,145.0169,Southern Metropolitan,4836
Armadale,6A Munro St,3,h,600000,S,Jellis,2016-12-11,6.3,3143,3,2,1,242,143,1915,Stonnington City Council,-37.8534,145.0185,Southern Metropolitan,4836
Armadale,40 New St,2,h,1210000,S,Marshall,2016-12-11,6.3,3143,2,1,0,249,96,1910,Stonnington City Council,-37.8543,145.016,Southern Metropolitan,4836
Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,2016-12-11,6.3,3143,4,2,2,624,222,1900,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan,4836
Armadale,595 Orrong Rd,3,h,600000,S,Jellis,2016-08-13,6.3,3143,2,2,2,292,146,1910,Stonnington City Council,-37.8523,145.0116,Southern Metropolitan,4836
Armadale,3 Wattletree Rd,3,h,600000,SN,Gary,2016-05-14,6.3,3143,3,2,1,482,182,1930,Stonnington City Council,-37.8606,145.0157,Southern Metropolitan,4836
Armadale,7/53 Wattletree Rd,1,u,390000,S,Jellis,2016-05-14,6.3,3143,1,1,0,881,120,1970,Stonnington City Council,-37.8614,145.0222,Southern Metropolitan,4836
Armadale,2b Denbigh Rd,3,h,600000,S,Jellis,2016-10-15,6.3,3143,3,2,1,228,111,1915,Stonnington City Council,-37.8603,145.0155,Southern Metropolitan,4836
Armadale,791 High St,3,h,1800000,PI,RT,2016-10-15,6.3,3143,3,2,2,405,121,1910,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan,4836
Armadale,25 Llaneast St,4,h,2200000,PI,Jellis,2016-10-15,6.3,3143,4,1,2,495,163,1900,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan,4836
Armadale,19 Sutherland Rd,3,h,600000,S,Marshall,2016-04-16,6.3,3143,3,1,2,451,120,1970,Stonnington City Council,-37.8593,145.0167,Southern Metropolitan,4836
Armadale,1 Cambridge St,2,h,600000,S,Jellis,2016-09-17,6.3,3143,3,1,2,230,120,1888,Stonnington City Council,-37.8593,145.017,Southern Metropolitan,4836
Armadale,367 Dandenong Rd,6,h,5525000,S,Marshall,2016-09-17,6.3,3143,5,3,4,1491,516,1935,Stonnington City Council,-37.8602,145.013,Southern Metropolitan,4836
Armadale,10 Egerton Rd,4,h,600000,S,Jellis,2016-09-17,6.3,3143,2,2,2,449,232,1900,Stonnington City Council,-37.8628,145.0226,Southern Metropolitan,4836
Armadale,34a Rose St,2,h,1125000,S,RT,2016-09-17,6.3,3143,3,1,2,169,120,1970,Stonnington City Council,-37.851,145.0161,Southern Metropolitan,4836
Armadale,42 Rose St,3,h,2250000,S,Marshall,2016-09-17,6.3,3143,3,3,1,301,120,1970,Stonnington City Council,-37.8511,145.0167,Southern Metropolitan,4836
Armadale,12 Auburn Gr,3,h,2360000,S,hockingstuart,2017-03-18,6.3,3143,3,2,0,336,120,1970,Stonnington City Council,-37.8558,145.015,Southern Metropolitan,4836
Armadale,31 Hume St,2,h,1900000,VB,Jellis,2017-03-18,6.3,3143,2,2,0,207,120,1970,Stonnington City Council,-37.8571,145.0224,Southern Metropolitan,4836
Armadale,5/92 Wattletree Rd,2,u,600000,SN,Thomson,2017-03-18,6.3,3143,2,1,1,734,120,2006,Stonnington City Council,-37.8623,145.0262,Southern Metropolitan,4836
Armadale,19 Glassford St,3,h,2365000,S,Marshall,2016-06-18,6.3,3143,3,2,1,316,120,1970,Stonnington City Council,-37.8521,145.019,Southern Metropolitan,4836
Armadale,14 New St,3,h,1300000,VB,Jellis,2016-06-18,6.3,3143,2,1,2,212,106,1900,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan,4836
Armadale,63 Denbigh Rd,3,h,1900000,S,Marshall,2016-05-22,6.3,3143,3,1,2,328,108,1900,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan,4836
Armadale,9/60 Wattletree Rd,2,u,600000,S,hockingstuart,2016-05-22,6.3,3143,2,2,1,2659,120,1970,Stonnington City Council,-37.8616,145.0211,Southern Metropolitan,4836
Armadale,12 Baldwin St,3,h,600000,SP,Marshall,2016-04-23,6.3,3143,2,1,0,151,80,1880,Stonnington City Council,-37.8549,145.0219,Southern Metropolitan,4836
Armadale,10/51 Armadale St,2,u,710000,S,Jellis,2017-02-25,6.3,3143,2,1,1,2471,80,1970,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836
Armadale,2/377 Dandenong Rd,2,u,872000,S,Jellis,2017-02-25,6.3,3143,2,1,1,1194,120,1953,Stonnington City Council,-37.8604,145.0147,Southern Metropolitan,4836
Armadale,15 Sutherland Rd,3,h,600000,SN,Kay,2017-02-25,6.3,3143,3,2,2,459,180,1890,Stonnington City Council,-37.8595,145.0166,Southern Metropolitan,4836
Armadale,75 Sutherland Rd,3,h,1285000,S,Marshall,2017-02-25,6.3,3143,3,1,2,186,80,1920,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan,4836
Armadale,61 Union St,4,h,3660000,S,Jellis,2017-02-25,6.3,3143,4,3,2,421,120,1970,Stonnington City Council,-37.8593,145.0275,Southern Metropolitan,4836
Armadale,30 Willis St,3,h,600000,VB,Marshall,2017-02-25,6.3,3143,3,1,2,251,149,1920,Stonnington City Council,-37.8572,145.0275,Southern Metropolitan,4836
Armadale,44 Denbigh Rd,4,h,3625000,S,Jellis,2016-11-27,6.3,3143,4,1,2,709,251,1900,Stonnington City Council,-37.8574,145.016,Southern Metropolitan,4836
Armadale,44 Hampden Rd,4,h,4200000,VB,Kay,2016-11-27,6.3,3143,4,3,3,563,333,2000,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan,4836
Armadale,4 Mercer Rd,3,h,3512500,S,Marshall,2016-11-27,6.3,3143,3,2,2,617,285,1998,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan,4836
Armadale,17 Kooyong Rd,4,h,2000000,PI,Marshall,2016-05-28,6.3,3143,4,3,4,544,120,1970,Stonnington City Council,-37.8611,145.0195,Southern Metropolitan,4836
Armadale,8 Derby St,3,h,600000,SP,Marshall,2016-08-28,6.3,3143,3,2,1,196,155,1990,Stonnington City Council,-37.8509,145.0208,Southern Metropolitan,4836
Armadale,16 Llaneast St,5,h,2810000,S,Marshall,2016-08-28,6.3,3143,5,2,2,617,120,1970,Stonnington City Council,-37.8611,145.0271,Southern Metropolitan,4836
Armadale,11 Egerton Rd,2,h,600000,SN,hockingstuart,2016-07-30,6.3,3143,3,1,1,266,120,1970,Stonnington City Council,-37.8626,145.0222,Southern Metropolitan,4836
Ascot Vale,24 Ayr St,3,h,600000,S,Jellis,2016-03-09,5.9,3032,3,1,2,305,135,1910,Moonee Valley City Council,-37.7799,144.9296,Western Metropolitan,6567
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,2016-03-12,5.9,3032,3,1,2,298,108,1920,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan,6567
Ascot Vale,47 Union Rd,3,h,600000,S,Brad,2016-03-12,5.9,3032,3,1,2,271,111,1900,Moonee Valley City Council,-37.7783,144.9149,Western Metropolitan,6567
Ascot Vale,7 Francis St,3,h,1380000,SP,Nelson,2017-04-03,5.9,3032,3,2,2,277,174,1910,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan,6567
Ascot Vale,2/21 Harold St,2,u,490000,VB,Jellis,2017-04-03,5.9,3032,2,1,1,423,62,1970,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan,6567
Ascot Vale,44 The Parade,4,h,1850000,S,Brad,2017-04-03,5.9,3032,4,3,1,478,270,1900,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan,6567
Ascot Vale,97 Walter St,3,h,1284000,S,Woodards,2017-04-03,5.9,3032,3,1,2,623,120,1938,Moonee Valley City Council,-37.7758,144.9089,Western Metropolitan,6567
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,2016-04-06,5.9,3032,3,2,2,285,128,1900,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan,6567
Ascot Vale,8 Geddes St,2,h,710000,PI,Nelson,2016-04-06,5.9,3032,2,1,1,214,77,1890,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan,6567
Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,Brad,2016-04-06,5.9,3032,6,3,2,1014,435,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan,6567
Ascot Vale,119 Roseberry St,2,h,750000,SP,Maddison,2016-04-06,5.9,3032,2,1,1,226,92,1920,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan,6567
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,2016-06-08,5.9,3032,2,1,1,269,109,1900,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan,6567
Ascot Vale,10 McCully St,3,h,1377000,S,Nelson,2016-06-08,5.9,3032,3,1,1,417,168,1900,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan,6567
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,2016-07-05,5.9,3032,3,1,2,350,125,1904,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan,6567
Ascot Vale,47 Hurtle St,2,h,940000,S,Nelson,2016-07-05,5.9,3032,2,1,1,330,120,1970,Moonee Valley City Council,-37.773,144.9049,Western Metropolitan,6567
Ascot Vale,63 Kent St,2,h,751000,PI,Nelson,2016-07-05,5.9,3032,2,1,1,118,79,1890,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan,6567
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,2016-07-05,5.9,3032,2,1,1,173,102,1900,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan,6567
Ascot Vale,4 West St,3,h,600000,S,Jellis,2016-07-05,5.9,3032,3,2,2,252,125,1920,Moonee Valley City Council,-37.7774,144.924,Western Metropolitan,6567
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,2016-07-11,5.9,3032,2,1,2,228,90,1995,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan,6567
Ascot Vale,70 Bloomfield Rd,4,h,600000,S,Brad,2016-08-10,5.9,3032,3,1,2,398,120,1970,Moonee Valley City Council,-37.7761,144.9166,Western Metropolitan,6567
Ascot Vale,41 Monash St,3,h,1230000,S,Nelson,2016-08-10,5.9,3032,4,1,2,594,148,1960,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan,6567
Ascot Vale,83 Roseberry St,3,h,910000,S,Raine,2016-08-10,5.9,3032,3,1,0,317,120,1970,Moonee Valley City Council,-37.7746,144.9112,Western Metropolitan,6567
Ascot Vale,51 Francis St,2,h,770000,PI,Nelson,2016-10-09,5.9,3032,2,1,1,226,87,1900,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan,6567
Ascot Vale,33 Dalgety Dr,3,h,960000,S,Walshe,2016-10-12,5.9,3032,3,2,2,229,120,2011,Moonee Valley City Council,-37.7778,144.9065,Western Metropolitan,6567
Ascot Vale,12 Mirams St,4,h,890000,SP,Raine,2016-10-12,5.9,3032,4,1,1,300,185,1890,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567
Ascot Vale,2 The Parade,2,h,965000,S,Nelson,2016-10-12,5.9,3032,2,1,1,170,120,1970,Moonee Valley City Council,-37.7732,144.9206,Western Metropolitan,6567
